,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
176,MS,M,18,U,GT3,T,4,3,services,at_home,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,4,3,1,4,3,2,11,12,11
177,GP,F,16,R,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,4,0,8,8,10
178,GP,M,18,U,GT3,T,2,4,teacher,services,course,father,1,1,1,no,no,no,yes,yes,yes,yes,no,5,4,4,2,5,5,8,7,5,0
179,MS,F,18,U,GT3,T,3,1,other,other,home,father,2,2,0,no,no,yes,yes,yes,yes,no,yes,4,4,4,1,1,1,8,13,9,9
180,GP,F,16,U,LE3,T,4,2,services,other,reputation,father,1,4,3,no,yes,yes,yes,yes,yes,yes,no,5,2,2,1,1,5,5,12,8,8
181,GP,M,17,U,GT3,T,3,1,other,other,reputation,mother,1,2,3,no,yes,yes,no,no,yes,yes,no,4,3,5,2,2,1,1,9,12,9
182,GP,M,19,U,LE3,T,4,3,teacher,services,reputation,mother,1,3,0,no,yes,yes,no,no,yes,yes,no,4,3,3,1,1,4,0,11,14,14
183,GP,M,16,U,LE3,T,3,4,services,other,home,mother,2,1,1,no,no,no,yes,yes,yes,yes,no,5,3,3,3,3,5,0,6,8,0
184,GP,M,15,U,LE3,T,3,2,services,other,reputation,mother,1,4,3,yes,yes,yes,no,no,yes,yes,yes,5,2,5,2,3,1,10,8,14,11
185,GP,M,16,U,GT3,T,3,1,services,other,other,mother,1,1,0,no,no,no,no,no,no,yes,yes,5,3,3,1,3,5,4,7,7,11
186,GP,F,17,U,GT3,T,4,4,other,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,no,no,4,3,4,1,1,4,1,8,8,9
187,GP,F,17,U,GT3,T,2,2,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,2,3,5,2,3,21,13,14,11
188,GP,F,16,U,GT3,T,2,2,other,services,home,mother,1,2,2,no,no,yes,no,no,yes,yes,no,3,3,2,1,2,3,0,6,7,10
189,GP,M,16,U,LE3,A,3,4,at_home,services,home,mother,1,1,0,no,no,no,no,no,yes,yes,yes,5,5,3,3,5,5,1,13,11,9
190,GP,F,17,R,LE3,T,4,3,teacher,other,reputation,mother,4,1,0,yes,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,3,3,7,8,7,8
191,GP,F,15,U,LE3,T,2,2,other,other,reputation,mother,1,2,2,no,yes,yes,yes,yes,yes,no,yes,4,2,3,1,1,2,11,7,7,7
192,GP,M,18,U,GT3,T,1,2,other,services,reputation,mother,1,2,1,no,no,yes,no,yes,yes,yes,yes,5,4,3,1,2,3,4,4,5,8
193,GP,F,17,U,LE3,A,3,2,services,services,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,1,4,8,3,7,7
194,GP,M,17,U,GT3,T,2,2,other,other,course,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,4,5,1,13,13,10
195,GP,F,15,U,GT3,T,2,2,services,at_home,course,mother,1,2,0,yes,no,yes,no,no,yes,no,no,5,2,5,1,5,5,0,6,9,10
196,GP,M,16,U,LE3,T,1,2,at_home,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,3,1,3,1,3,1,1,7,7,10
197,MS,M,18,U,LE3,T,1,2,other,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,1,7,11,14,14
198,GP,F,17,R,GT3,T,2,3,other,other,reputation,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,3,3,3,1,1,4,1,14,12,11
199,GP,M,17,U,GT3,T,1,4,at_home,services,course,mother,2,1,1,no,yes,no,yes,no,yes,yes,no,5,3,2,2,2,5,0,9,13,11
200,MS,F,15,R,LE3,A,1,2,other,services,home,other,2,3,1,no,yes,yes,no,no,yes,yes,yes,3,2,4,2,2,5,15,9,10,11
201,GP,M,18,U,LE3,T,3,4,health,other,home,mother,1,2,0,yes,no,no,no,no,yes,yes,yes,4,3,4,1,2,2,0,7,9,0
202,GP,M,16,U,LE3,T,1,4,other,services,home,father,2,2,2,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,4,5,11,7,6,7
203,MS,F,15,U,GT3,A,3,3,at_home,services,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,4,4,1,1,4,0,7,13,14
204,GP,M,17,U,GT3,T,2,3,at_home,services,course,father,1,2,1,no,no,no,no,yes,no,no,no,5,4,4,1,1,5,12,8,9,10
205,GP,M,16,U,GT3,T,2,1,at_home,other,home,mother,1,1,0,no,no,no,no,no,yes,yes,yes,5,3,5,3,4,5,15,9,11,10
206,GP,M,18,U,GT3,T,3,2,other,other,course,other,1,2,3,no,no,no,no,yes,yes,yes,yes,4,2,4,3,3,3,18,13,9,17
207,GP,M,16,U,LE3,T,3,2,other,other,course,mother,1,2,2,yes,yes,no,yes,yes,yes,yes,no,4,3,4,4,4,4,14,11,10,12
208,GP,M,17,U,GT3,T,3,2,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,4,4,2,1,5,0,13,10,9
209,GP,F,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,yes,yes,yes,yes,no,yes,no,no,4,3,4,1,1,1,0,12,8,8
210,GP,F,16,U,GT3,T,3,3,services,services,home,mother,1,2,1,yes,no,no,yes,no,yes,yes,yes,4,3,3,1,4,4,7,6,7,10
211,GP,M,17,R,LE3,T,4,3,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,3,4,0,12,11,9
212,GP,F,16,U,LE3,A,4,3,services,other,course,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,10,10,11
213,GP,F,18,U,GT3,T,4,4,other,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,1,1,8,9,12
214,GP,M,15,U,LE3,T,4,4,services,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,3,1,5,1,0,15,16,15
215,MS,M,18,R,LE3,T,1,3,other,other,course,father,1,2,0,no,no,no,no,yes,yes,no,yes,4,4,4,1,2,2,0,7,6,10
216,MS,F,17,R,LE3,T,3,1,at_home,other,course,mother,2,2,0,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,1,4,0,8,7,9
217,GP,M,17,R,GT3,T,1,1,other,other,reputation,mother,2,3,1,no,yes,no,yes,no,yes,yes,no,4,4,4,3,4,5,0,8,6,8
218,GP,M,17,U,LE3,T,4,3,at_home,services,course,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,2,1,4,1,8,8,8
219,GP,M,16,U,GT3,T,4,4,services,other,reputation,mother,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,5,1,2,5,6,14,15,17
220,GP,F,16,U,GT3,T,1,1,other,other,reputation,mother,1,4,1,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,3,3,6,7,7,9
221,GP,M,17,U,LE3,T,3,3,at_home,other,course,mother,1,2,3,no,no,no,no,yes,yes,yes,yes,4,3,4,2,2,2,1,7,8,8
222,GP,M,16,U,GT3,T,3,1,teacher,services,course,mother,1,1,0,no,yes,yes,no,no,yes,yes,no,4,4,5,2,4,5,0,4,6,5
223,GP,M,16,R,GT3,T,1,3,services,services,home,father,1,1,1,no,no,no,no,no,yes,yes,no,3,3,4,1,4,3,1,10,10,8
224,GP,F,16,U,GT3,T,1,3,services,other,other,mother,4,1,0,no,yes,yes,no,no,yes,yes,yes,2,3,2,1,1,3,0,4,10,9
225,GP,M,17,U,GT3,T,1,1,at_home,other,home,mother,1,1,2,no,no,yes,yes,no,yes,yes,no,5,5,2,1,3,5,0,7,0,12
226,GP,M,16,U,GT3,T,4,4,health,teacher,course,father,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,3,1,1,4,0,15,17,19
227,GP,F,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,3,1,2,2,0,5,13,10
228,GP,F,18,U,LE3,T,4,4,health,services,other,father,1,2,1,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,2,4,5,8,12,12,10
229,GP,F,16,U,GT3,T,4,2,other,at_home,other,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,4,5,1,1,5,1,12,14,14
230,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,1,4,0,no,yes,yes,no,no,yes,yes,no,5,2,2,1,1,5,0,11,15,15
231,GP,M,18,U,GT3,A,3,4,services,services,home,father,1,1,3,no,no,no,yes,yes,no,yes,yes,4,4,5,3,1,5,0,6,5,0
232,GP,M,18,U,GT3,T,4,2,teacher,services,home,mother,1,1,0,no,no,yes,no,no,yes,yes,no,3,4,3,2,3,3,0,14,12,15
233,GP,F,19,U,GT3,T,4,4,teacher,services,other,father,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,1,4,8,6,8,9
234,GP,F,16,U,GT3,T,2,3,services,at_home,reputation,mother,1,3,1,no,yes,yes,yes,yes,yes,yes,no,1,3,4,2,1,3,8,10,8,11
235,GP,F,17,R,GT3,T,4,2,services,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,no,no,4,4,3,1,4,4,18,13,13,13
236,MS,M,20,R,GT3,T,2,3,other,other,course,father,2,2,0,yes,yes,yes,no,yes,yes,no,no,4,2,4,1,1,3,3,13,11,11
237,GP,M,15,U,LE3,T,4,4,services,services,reputation,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,13,8,14,11
238,GP,F,15,U,GT3,T,3,3,services,other,course,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,5,4,1,1,1,1,0,14,16,11
239,GP,M,17,U,GT3,T,3,2,services,teacher,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,2,3,1,5,2,11,13,15,11
240,GP,M,16,U,GT3,T,1,3,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,yes,3,3,3,1,1,2,1,8,8,10
241,GP,F,16,U,GT3,T,2,2,other,other,course,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,yes,5,3,2,1,1,3,0,7,6,7
242,GP,M,16,U,GT3,T,2,2,other,teacher,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,5,0,7,10,10
243,GP,M,15,R,GT3,T,4,1,other,services,home,mother,2,2,0,no,no,yes,no,yes,yes,yes,yes,4,5,2,3,4,1,7,8,9,8
244,GP,F,17,U,GT3,T,2,3,other,at_home,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,1,1,4,3,0,7,13,9
245,MS,M,17,U,GT3,T,1,2,at_home,other,other,father,2,2,0,no,yes,yes,no,no,yes,yes,no,1,2,3,2,3,3,1,12,8,12
246,GP,F,17,U,GT3,T,3,2,services,services,reputation,other,1,2,0,yes,yes,yes,no,yes,yes,yes,no,4,3,4,3,1,4,10,6,8,8
247,GP,F,19,U,GT3,T,2,3,other,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,yes,4,1,3,1,2,3,0,11,9,9
248,GP,F,16,U,LE3,T,2,3,other,at_home,home,father,4,2,0,no,yes,no,no,no,yes,yes,yes,3,3,5,1,3,2,0,6,6,7
249,GP,M,18,R,GT3,T,1,3,other,other,course,mother,2,2,0,yes,no,no,yes,no,yes,yes,yes,4,3,3,1,1,3,3,9,5,2
250,GP,M,16,U,LE3,A,2,3,services,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,4,13,15,18
251,GP,M,18,R,GT3,T,4,3,services,services,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,1,1,0,6,5,0
252,GP,M,16,U,LE3,T,1,1,other,other,home,father,1,1,2,no,yes,no,yes,no,yes,yes,yes,4,5,2,2,4,5,0,9,9,12
253,GP,F,15,U,LE3,A,4,4,services,teacher,home,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,4,3,4,1,1,1,0,13,15,13
254,GP,F,16,U,GT3,T,2,1,other,services,reputation,father,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,4,3,10,6,5,0
255,GP,M,16,U,GT3,T,4,2,teacher,other,home,other,1,1,0,no,yes,yes,no,no,yes,yes,yes,5,1,2,2,3,4,15,6,7,11
256,GP,M,16,U,GT3,T,2,2,other,other,reputation,mother,1,4,0,no,yes,no,no,no,yes,no,no,4,3,2,1,3,5,1,15,14,16
257,GP,M,16,U,LE3,T,4,4,health,at_home,course,father,1,2,0,yes,no,yes,yes,no,yes,yes,yes,4,4,5,2,5,1,0,7,14,13
258,GP,M,16,U,GT3,T,3,2,services,teacher,other,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,1,0,14,17,19
259,GP,F,17,U,GT3,T,2,4,at_home,other,reputation,mother,2,2,3,no,yes,yes,no,no,yes,no,yes,4,5,4,1,1,1,11,8,6,6
260,GP,M,15,U,GT3,T,3,1,services,other,reputation,mother,1,1,3,no,no,no,yes,no,yes,yes,no,5,5,5,1,4,5,0,15,14,16
261,GP,F,16,U,GT3,T,4,4,health,teacher,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,3,3,2,2,1,4,6,8,9
262,GP,M,16,R,GT3,T,2,1,at_home,other,other,father,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,1,4,0,13,10,11
263,MS,M,19,U,LE3,T,2,1,other,services,home,father,2,2,1,no,no,no,no,no,yes,yes,yes,4,2,4,1,2,5,13,7,7,10
264,GP,M,15,U,GT3,T,4,4,teacher,services,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,3,3,1,1,2,0,14,13,14
265,GP,F,17,U,LE3,T,1,2,at_home,at_home,course,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,4,4,4,1,3,3,1,7,8,7
266,GP,M,17,U,GT3,T,2,4,services,services,home,mother,2,2,1,no,yes,no,no,no,yes,yes,no,2,2,3,1,4,5,14,5,8,7
267,GP,F,18,U,LE3,T,2,4,other,other,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,2,3,2,0,5,4,0
268,GP,M,16,U,GT3,T,3,3,other,other,home,mother,1,1,0,no,no,no,yes,no,yes,yes,yes,5,3,3,2,3,4,3,8,10,0
269,GP,M,16,U,GT3,T,4,3,teacher,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,3,3,3,1,1,3,0,13,15,17
270,GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,3,2,1,1,1,1,8,8,10
271,GP,M,17,R,GT3,T,1,1,other,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,2,2,1,4,1,9,8,8
272,MS,F,17,R,LE3,T,1,1,other,other,reputation,mother,2,2,1,no,no,no,no,yes,yes,no,yes,4,2,4,1,2,1,2,14,15,14
273,GP,M,15,U,LE3,T,4,4,services,services,home,mother,2,1,0,no,no,no,yes,no,yes,yes,no,5,3,5,1,1,3,0,10,9,16
274,GP,F,15,U,LE3,T,4,2,other,health,course,mother,2,1,1,no,yes,yes,no,yes,yes,no,no,3,4,4,1,1,3,3,8,7,9
275,GP,F,18,R,GT3,T,2,1,at_home,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,14,12,14
276,GP,F,18,U,LE3,A,4,3,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,4,4,12,8,12
277,GP,M,18,U,LE3,T,4,3,other,other,home,mother,1,3,0,no,no,yes,yes,yes,yes,yes,yes,4,3,3,1,3,3,3,7,12,9
278,MS,M,19,R,LE3,T,3,3,other,services,course,father,2,2,0,no,yes,yes,yes,no,yes,yes,no,4,2,2,3,3,3,1,12,9,12
279,GP,M,15,U,LE3,A,2,4,services,other,home,mother,2,2,0,yes,yes,yes,no,no,yes,yes,no,4,3,5,1,1,1,0,12,14,14
280,GP,F,16,U,GT3,T,2,4,at_home,other,course,father,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,4,2,1,1,5,0,7,7,9
281,GP,F,18,U,GT3,T,1,1,at_home,services,course,mother,1,1,0,no,no,no,yes,yes,yes,no,no,5,4,5,1,1,2,0,8,6,7
282,GP,F,18,R,GT3,A,3,4,teacher,at_home,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,3,7,10,9
283,GP,F,17,U,LE3,T,4,3,teacher,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,yes,1,4,4,1,3,4,2,8,9,10
284,MS,M,16,U,GT3,T,1,1,other,services,course,mother,1,1,1,no,yes,no,yes,no,no,yes,no,3,3,3,1,3,3,0,5,7,9
285,GP,M,17,U,LE3,T,2,2,at_home,at_home,reputation,father,1,1,1,no,no,no,no,no,yes,yes,no,3,5,4,2,4,3,0,13,16,11
286,GP,F,15,U,LE3,T,2,4,services,teacher,other,father,2,1,0,no,yes,no,no,no,yes,yes,no,4,4,2,1,1,2,0,13,13,17
287,GP,M,15,U,LE3,A,3,2,services,services,course,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,4,4,4,3,4,3,13,11,9,10
288,GP,M,16,U,GT3,T,3,4,other,services,home,other,1,2,1,yes,no,no,yes,yes,yes,yes,yes,5,3,4,2,4,5,11,7,7,8
289,GP,M,16,U,LE3,T,3,3,services,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,1,1,0,11,15,17
290,GP,M,16,U,GT3,T,1,2,at_home,other,home,father,3,1,2,no,yes,yes,no,no,yes,yes,yes,5,3,1,1,1,3,10,8,9,13
291,GP,F,15,U,LE3,A,3,4,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,1,4,12,17,15
292,GP,F,18,U,GT3,T,1,1,at_home,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,2,4,11,7,5,8
293,GP,F,16,U,GT3,T,3,4,other,other,home,other,1,4,0,yes,no,yes,no,yes,yes,yes,no,3,3,1,1,1,3,0,7,10,11
294,GP,F,16,R,GT3,T,3,4,services,other,home,father,2,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,3,7,10,13
295,GP,F,16,U,LE3,T,2,3,services,health,reputation,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,4,1,1,3,4,2,12,14,12
296,MS,F,16,U,GT3,T,4,2,health,at_home,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,1,2,2,1,2,1,6,9,6,11
297,GP,F,19,U,LE3,T,4,3,services,services,reputation,father,2,4,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,1,1,3,8,7,9,10
298,GP,M,16,U,GT3,T,2,2,services,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,no,no,3,3,5,1,1,2,3,16,17,18
299,GP,M,18,U,LE3,T,4,3,health,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,5,2,2,3,1,8,6,10
300,GP,M,15,U,GT3,T,3,1,other,other,reputation,mother,1,2,0,no,no,yes,no,no,yes,no,no,5,3,4,3,4,1,16,9,15,3
301,GP,M,16,U,GT3,T,2,2,other,other,home,mother,1,1,0,no,no,yes,no,no,yes,no,no,3,4,5,1,3,5,0,8,12,11
302,GP,M,17,U,GT3,T,4,3,teacher,other,reputation,mother,2,3,1,no,yes,yes,no,yes,yes,yes,no,3,2,3,3,1,4,11,15,17,16
303,GP,F,17,U,GT3,T,3,2,services,services,reputation,other,2,2,2,no,yes,yes,no,yes,yes,yes,no,4,3,2,2,2,5,7,6,7,6
304,GP,M,17,R,GT3,T,3,2,services,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,2,1,4,12,5,8,8
305,GP,F,19,U,LE3,T,2,2,services,at_home,reputation,other,1,1,1,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,5,3,6,6,5,6
306,GP,M,16,U,GT3,T,2,1,other,other,home,mother,1,1,3,no,no,no,no,no,yes,no,no,5,4,5,3,4,5,10,7,8,11
307,GP,M,15,R,GT3,T,2,4,teacher,other,course,mother,4,1,0,no,yes,no,no,yes,no,yes,yes,3,5,2,1,1,1,0,6,7,8
308,GP,M,15,U,GT3,T,3,2,services,services,other,father,1,1,2,yes,no,no,no,yes,yes,yes,no,3,5,1,2,1,4,0,4,10,8
309,GP,M,18,U,GT3,T,4,4,teacher,teacher,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,3,2,1,2,1,0,15,14,16
310,GP,F,19,U,GT3,T,2,1,services,at_home,home,mother,3,2,1,no,no,no,no,no,yes,yes,no,4,3,4,1,3,5,0,5,0,0
311,MS,M,15,R,GT3,T,1,1,other,services,other,father,2,2,0,no,yes,yes,no,no,yes,no,yes,4,4,4,2,2,5,0,7,7,8
312,GP,M,18,U,LE3,T,3,3,other,services,home,father,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,4,1,2,4,2,8,9,8
313,GP,M,15,U,GT3,T,4,2,other,other,reputation,father,1,2,3,yes,no,no,yes,no,yes,no,no,3,4,4,2,4,3,13,8,7,7
314,GP,M,17,U,GT3,T,2,4,services,health,course,father,1,1,0,no,no,no,no,no,yes,yes,no,5,4,5,3,4,5,0,7,9,10
315,MS,M,18,R,GT3,T,1,0,at_home,other,reputation,father,2,3,1,no,yes,no,no,no,yes,yes,yes,4,4,3,1,1,5,12,10,7,10
316,GP,M,15,U,LE3,A,3,4,services,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,4,1,4,2,0,6,9,9
317,GP,M,16,U,GT3,T,3,4,teacher,at_home,home,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,4,5,3,4,4,8,12,13,11
318,GP,M,16,U,GT3,T,4,3,other,health,home,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,3,1,15,19,19
319,GP,M,17,U,GT3,T,3,2,other,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,3,1,2,3,34,12,13,17
320,MS,M,16,U,GT3,T,3,2,health,services,home,father,2,2,0,no,yes,yes,yes,no,yes,yes,yes,5,2,3,2,2,5,6,7,6,11
321,GP,F,15,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,no,yes,yes,no,5,3,2,2,2,2,0,7,1,0
322,GP,M,16,R,GT3,T,3,2,other,other,reputation,mother,2,3,0,no,yes,yes,yes,no,yes,yes,no,3,4,2,1,2,5,2,13,13,11
323,GP,M,15,U,LE3,T,2,3,services,services,course,mother,1,1,0,no,yes,yes,no,no,yes,yes,no,4,4,4,2,1,2,0,6,7,10
324,GP,F,19,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,1,0,8,11,12
325,MS,M,18,U,GT3,T,4,3,other,services,reputation,mother,1,2,1,no,no,no,no,no,yes,yes,yes,4,3,3,2,2,3,7,15,15,13
326,GP,M,16,U,GT3,T,4,4,health,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,5,1,1,1,0,12,15,16
327,GP,F,16,U,GT3,T,3,3,at_home,other,course,mother,1,1,0,yes,no,no,yes,no,yes,no,no,3,3,4,1,1,3,1,5,8,9
328,GP,M,17,R,GT3,T,2,4,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,5,0,8,6,9
329,MS,M,18,R,GT3,T,1,2,at_home,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,3,3,4,4,0,8,7,7
330,GP,F,15,U,GT3,T,2,4,services,services,course,mother,1,1,0,yes,yes,yes,no,no,yes,yes,no,1,3,5,2,1,1,2,8,5,9
331,GP,M,15,U,GT3,T,2,1,other,services,course,father,2,1,0,no,yes,no,yes,no,yes,no,no,5,4,2,1,2,3,0,9,9,10
332,GP,F,16,U,LE3,A,3,1,other,other,home,mother,1,4,2,no,no,no,yes,yes,yes,yes,no,4,3,5,1,4,1,17,14,13,9
333,GP,F,18,U,LE3,T,1,2,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,3,3,5,2,2,5,0,6,5,0
334,GP,F,18,U,GT3,T,3,4,services,services,course,other,1,2,1,no,yes,yes,no,yes,yes,yes,no,5,4,5,4,4,5,17,8,8,8
335,GP,F,16,U,LE3,T,1,2,services,other,home,father,4,2,0,yes,no,no,no,no,yes,yes,yes,3,4,1,1,1,3,0,9,13,11
336,GP,F,17,U,LE3,T,3,4,services,at_home,home,mother,1,1,0,no,no,yes,no,no,yes,yes,no,5,2,3,1,2,5,1,16,17,19
337,GP,F,15,R,LE3,T,4,4,other,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,no,no,4,3,1,1,2,4,0,9,9,2
338,GP,M,15,R,LE3,A,4,4,other,at_home,reputation,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,3,4,3,1,3,3,1,15,19,18
339,GP,M,16,U,GT3,A,3,4,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,1,1,1,4,0,7,14,12
340,GP,F,16,U,LE3,T,4,4,teacher,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,2,3,1,1,14,8,11
341,GP,M,18,U,LE3,A,3,3,services,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,no,3,3,3,2,1,4,13,6,7,10
342,MS,M,16,U,LE3,A,3,4,at_home,other,home,mother,1,1,1,no,no,no,no,no,no,yes,yes,5,3,5,2,4,5,1,6,12,11
343,MS,M,18,U,GT3,T,3,2,other,health,home,father,2,2,0,no,yes,yes,no,yes,yes,yes,yes,3,2,2,1,2,3,2,14,17,16
344,GP,M,16,U,GT3,T,3,3,services,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,4,14,10,7,9
345,MS,M,18,U,LE3,A,2,2,services,services,course,mother,2,2,0,no,yes,no,no,yes,no,no,no,4,4,4,1,1,3,0,6,9,10
346,GP,F,16,U,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,3,3,4,1,1,3,0,8,8,10
347,GP,F,18,R,LE3,T,2,2,at_home,at_home,home,mother,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,2,1,1,4,4,13,14,11
348,GP,M,15,U,GT3,T,2,2,services,teacher,other,father,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,3,2,4,5,32,12,8,9
349,MS,M,17,R,GT3,T,1,3,services,services,home,mother,1,2,1,no,no,no,no,yes,yes,yes,no,3,4,3,2,1,3,3,14,12,12
350,GP,M,17,U,LE3,T,4,1,at_home,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,no,yes,4,4,2,4,3,5,7,13,9,9
351,GP,F,16,U,GT3,T,3,3,other,other,other,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,5,4,1,3,1,0,13,13,11
352,GP,F,15,U,LE3,A,3,3,other,other,reputation,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,5,1,2,1,4,7,14,8
353,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,4,3,2,3,5,6,15,14,12
