,Quiz01 [10],Assignment01 [8],Midterm Exam [20],Assignment02 [12],Assignment03 [25],Final Exam [35],# Logins,# Content Reads,# Forum Reads,# Forum Posts,# Quiz Reviews before submission,Assignment 1 lateness indicator,Assignment 2 lateness indicator,Assignment 3 lateness indicator,Average time to submit assignment (in hours)
391,70,76,75,84,83,63,117,192,0,0,2,0,0,0,99.52778
392,100,86,85,82,81,74,35,456,0,0,3,0,0,0,86.24444
393,80,84,80,90,88,60,82,206,0,0,1,0,0,0,69.64444
394,80,79,78,81,93,61,72,339,0,0,3,0,0,0,280.84444
395,75,62,73,73,80,64,69,359,0,0,2,0,0,0,96.38333
396,75,82,73,85,82,44,67,216,0,0,1,0,0,0,89.41667
397,80,70,85,85,86,61,86,486,0,0,0,0,0,0,92.65556
398,75,91,88,91,91,71,90,200,1,0,2,0,0,0,96.38333
399,70,83,85,89,93,80,78,249,0,0,3,0,0,0,131.00556
400,85,92,85,81,94,51,68,340,0,0,0,0,0,0,83.56667
401,90,68,78,79,82,76,55,413,0,0,4,0,0,0,359.92778
402,80,84,73,66,75,66,87,251,0,0,0,0,0,0,246.82222
403,85,74,88,88,83,70,85,200,0,0,0,0,0,0,283.16667
404,90,89,90,87,90,80,81,305,0,0,0,0,0,0,251.36667
405,70,86,73,86,83,60,86,516,0,0,1,0,0,0,139.85
406,75,65,70,64,77,73,74,247,0,0,3,0,0,0,222.48333
407,75,91,90,92,75,80,94,159,0,0,2,0,0,0,133.31111
408,85,63,80,88,90,64,74,169,0,0,1,0,0,0,253.64444
409,80,85,83,76,78,59,72,511,0,0,2,0,0,0,246.72222
410,70,96,85,87,78,71,62,320,1,1,0,0,0,0,270.77222
411,75,79,88,68,86,71,90,258,0,0,3,0,0,0,104.14444
412,80,88,75,79,88,61,65,258,0,0,0,0,0,0,261.49444
413,80,64,58,59,80,57,31,249,0,0,1,0,0,0,246.47222
414,75,74,73,59,79,53,87,319,0,0,2,0,0,0,65.06667
415,80,82,83,93,92,51,101,240,0,0,3,0,0,0,100.72222
416,70,70,60,70,69,41,67,251,0,0,1,0,0,0,64.22222
417,75,78,88,73,78,0,0,396,0,0,3,0,0,0,132.92222
418,80,91,83,80,82,50,62,359,0,0,1,0,0,0,100.31667
419,80,93,80,89,91,70,116,197,0,0,0,0,0,0,288.03333
420,85,80,83,90,94,59,113,301,0,1,1,0,0,0,83.70556
421,70,74,80,74,72,61,55,228,0,0,2,0,0,0,177.46111
422,80,82,63,0,85,47,60,230,0,0,2,0,0,0,238.35
423,70,71,70,50,40,59,82,319,0,0,1,0,0,0,279.46667
424,70,66,68,76,79,61,62,339,0,0,0,0,0,0,241.95556
425,70,89,68,89,92,63,60,286,0,0,0,0,0,0,54.84444
426,85,79,80,79,97,70,21,197,0,0,1,0,0,0,231.31111
427,80,77,80,80,82,79,61,298,0,0,1,0,0,0,378.60556
428,80,88,78,87,80,70,87,229,1,0,3,0,0,0,344.13333
429,80,80,83,91,93,66,58,177,0,0,3,0,0,0,279.47778
430,80,91,80,79,90,31,93,169,0,0,2,0,0,0,275.45556
431,85,81,83,81,82,49,65,240,0,0,0,0,0,0,129.96667
432,75,75,80,78,81,60,67,169,0,0,1,0,0,0,99.52778
433,80,69,88,68,88,66,84,194,0,0,1,0,0,0,86.24444
434,75,79,65,84,83,64,94,342,0,0,0,0,1,1,58.22778
435,65,69,65,69,70,66,46,200,0,0,1,0,0,0,124.78333
436,70,68,70,63,76,60,69,342,0,0,4,0,0,0,69.90556
437,80,80,80,74,89,80,82,238,0,0,0,0,0,0,246.66667
438,80,96,70,96,87,69,91,342,0,0,2,0,0,0,280.84444
439,80,84,80,94,92,80,50,419,0,0,0,0,0,0,282.67778
440,80,93,83,82,91,76,51,385,0,0,0,0,0,0,359.92778
441,80,86,70,85,79,63,96,239,0,0,1,0,0,0,246.82222
442,70,87,80,97,93,74,78,642,0,0,3,0,0,0,86.52778
443,80,82,80,84,92,74,73,160,0,0,0,0,0,0,308.47778
444,85,70,85,89,83,66,100,177,1,0,2,0,0,0,280.45556
445,90,86,78,84,83,73,86,169,0,0,1,0,0,0,81.61111
446,70,93,88,92,87,66,70,339,0,0,0,0,0,0,344.5
447,75,61,65,55,80,73,62,189,0,0,0,0,0,0,253.64444
448,90,88,93,78,83,91,70,339,0,0,5,0,0,0,136.66667
449,80,82,85,86,79,66,75,396,0,0,5,0,0,0,270.77222
450,85,81,68,73,97,73,56,200,0,0,5,0,0,0,253.99444
451,80,89,90,87,80,90,69,231,0,0,2,0,0,0,261.49444
452,70,84,63,77,82,46,45,431,0,0,3,0,0,0,65.06667
453,70,76,75,95,82,74,48,305,0,0,3,0,0,0,100.72222
454,70,66,73,69,76,60,47,247,0,0,5,0,0,0,132.92222
455,75,72,85,78,82,59,75,226,0,0,1,0,0,0,241.73889
456,70,75,75,81,79,64,89,194,0,0,2,0,0,0,77.56667
457,70,61,80,68,80,66,76,288,0,0,3,0,0,0,142.67222
458,70,0,75,0,0,74,0,197,0,0,0,0,0,0,279.46667
459,80,89,83,82,91,71,0,219,1,0,2,0,0,0,54.84444
460,70,74,88,71,79,66,69,197,0,0,2,0,0,0,238.50556
461,80,76,80,79,81,69,60,166,0,0,1,0,0,0,116.29444
462,90,91,75,79,90,69,97,208,0,0,3,0,0,0,218.57778
463,80,90,85,89,92,89,81,249,0,0,2,0,0,0,378.60556
464,85,90,70,85,87,59,54,593,0,0,1,0,0,0,334.01111
465,80,69,83,80,80,61,78,192,0,0,0,0,0,0,279.47778
466,90,83,85,90,95,60,65,177,0,0,0,0,0,0,140.35556
467,85,86,88,90,88,71,67,338,0,0,1,0,0,0,275.45556
468,80,78,83,87,93,60,92,319,0,0,6,0,0,0,246.24444
469,85,75,73,61,72,60,56,486,2,2,2,0,0,0,134.72222
470,70,86,90,90,80,60,63,177,0,0,2,0,0,0,101.1
471,80,86,88,89,90,80,87,361,0,0,0,0,0,0,129.96667
472,85,80,80,91,97,64,74,166,0,0,0,0,0,0,260.72778
473,75,91,88,91,88,81,86,358,0,0,3,0,0,0,99.52778
474,85,91,93,91,93,84,75,231,0,0,2,0,0,0,86.24444
475,70,89,83,93,86,64,88,347,0,0,2,0,0,0,108.85556
476,85,84,73,86,83,69,90,396,0,0,2,0,0,0,250.57778
477,75,84,85,83,86,83,92,177,0,0,5,0,0,0,146.13889
478,70,71,63,73,82,69,65,231,0,0,2,0,0,0,276.76111
479,75,91,83,86,83,57,80,340,0,0,3,0,0,0,282.67778
480,70,78,63,65,70,62,100,230,0,0,8,0,0,0,108.30556
481,70,75,65,75,85,61,71,206,0,0,3,0,0,0,257.24444
482,75,68,55,78,97,56,70,342,0,0,2,0,0,0,244.19444
483,75,82,68,74,78,74,46,177,4,4,1,0,0,0,129.96667
484,70,84,88,87,80,66,91,380,0,0,0,0,0,0,62.23333
485,75,72,80,70,80,63,67,313,0,0,1,0,0,0,119.83333
