,Quiz01 [10],Assignment01 [8],Midterm Exam [20],Assignment02 [12],Assignment03 [25],Final Exam [35],# Logins,# Content Reads,# Forum Reads,# Forum Posts,# Quiz Reviews before submission,Assignment 1 lateness indicator,Assignment 2 lateness indicator,Assignment 3 lateness indicator,Average time to submit assignment (in hours)
360,89,65,77,91,91,68,107,367,0,0,1,0,0,0,108.03107109557007
361,84,87,74,79,87,74,50,183,0,0,0,0,0,0,140.5012743245987
362,85,73,83,81,91,47,76,230,0,0,0,0,0,0,230.7450227580808
363,81,84,69,83,93,54,85,394,0,0,0,0,0,0,256.23898654053716
364,72,54,69,69,64,68,45,160,0,0,0,0,0,0,149.92791604216904
365,76,69,73,61,79,50,113,262,0,0,4,0,0,0,105.97418769752566
366,86,46,80,7,81,47,42,178,0,0,0,0,0,0,142.12081627013944
367,90,91,74,82,95,68,119,259,0,0,4,0,0,0,258.792627671923
368,88,84,74,84,93,57,97,369,0,0,3,0,0,0,285.14348723831523
369,85,75,86,86,90,81,67,228,0,0,0,0,0,0,109.42492735559532
370,90,65,55,83,79,71,86,361,46,0,2,0,0,0,104.03616443164344
371,84,87,90,83,87,79,112,219,0,0,0,0,0,0,96.93678655643352
372,86,89,85,85,88,78,75,199,3,2,0,0,0,0,222.05384680000765
373,79,69,76,65,67,55,59,171,0,0,0,0,0,0,254.0702565993555
374,72,84,76,77,87,65,54,311,0,0,1,0,0,0,132.54357703185437
375,72,64,56,79,90,49,128,217,0,0,0,0,0,0,280.5353872034945
376,75,52,69,58,91,47,52,199,0,0,0,0,0,0,313.81650288978045
377,88,83,78,84,85,73,67,200,0,0,1,0,0,0,102.63944705016702
378,80,87,70,78,86,55,56,346,0,0,6,0,0,0,281.04859134634563
379,91,64,70,71,77,58,63,363,0,0,1,0,0,0,279.07054166506026
380,80,84,72,63,70,55,42,196,0,0,2,0,0,0,95.68933079658532
381,81,64,59,0,57,42,38,227,32,0,2,0,0,0,199.74957458796166
382,85,80,73,88,93,73,85,254,0,0,1,0,0,0,296.18365611701114
383,83,86,88,73,90,58,51,359,0,0,0,0,0,0,127.85928006978301
384,84,89,88,63,89,77,58,186,0,0,2,0,0,0,247.86761088515928
385,93,64,67,80,94,63,63,318,0,0,2,0,0,0,128.60853226126133
386,87,71,85,89,86,53,113,243,0,0,6,0,0,0,109.05337425320067
387,89,87,79,84,89,80,104,378,27,0,0,0,0,0,98.25514452212956
388,95,85,75,84,90,75,63,323,0,0,1,0,0,0,135.94719263692483
389,90,84,75,78,85,64,103,249,0,0,2,0,0,0,116.87087021315314
390,85,77,71,71,68,58,62,316,0,0,2,0,0,0,256.11478508889456
391,73,66,78,76,85,75,66,212,0,0,2,0,0,0,93.23922380064624
392,96,70,80,79,93,60,130,335,35,0,1,0,0,0,140.08452486307777
393,75,82,86,76,87,71,41,165,0,0,0,0,0,0,134.8884628296807
394,93,70,69,60,66,70,35,170,0,0,0,0,0,0,113.3613212140875
395,74,87,53,29,68,63,49,702,31,0,0,0,0,0,171.02873652183104
396,89,70,85,75,87,80,68,193,0,0,0,0,0,0,120.84227526385095
397,84,85,86,82,85,59,74,219,0,0,6,0,0,0,279.92976863314647
398,87,86,87,69,86,56,58,201,0,0,1,0,0,0,264.00789969539693
399,81,70,68,81,81,52,74,197,0,0,1,0,0,0,315.43071172924454
400,69,79,77,81,89,64,42,302,0,0,0,0,0,0,131.62429126428938
401,77,56,61,69,80,46,128,320,57,2,3,0,0,0,138.40240838325587
402,70,78,83,61,93,58,23,97,0,0,0,0,0,0,157.7014226320743
403,74,89,74,74,90,81,48,162,0,0,2,0,0,0,272.8321974576368
404,75,83,71,86,86,70,67,257,0,0,0,0,0,0,159.91895725507334
405,86,84,76,87,75,73,74,236,0,0,0,0,0,0,155.58964016325814
406,70,83,72,69,69,43,51,236,0,0,2,0,0,0,269.9082879773743
407,87,84,64,82,75,65,45,193,0,0,0,0,0,0,245.19174718363305
408,81,76,75,80,73,68,81,337,0,0,1,0,0,0,152.3978601583628
409,93,85,87,81,98,82,120,308,0,0,2,0,0,0,137.94369977794278
410,70,70,69,67,88,52,45,167,43,0,0,0,0,0,131.99507558654093
411,72,80,70,85,88,74,65,235,0,0,2,0,0,0,133.1667288584781
412,89,66,81,85,71,71,105,380,0,0,3,0,0,0,95.94390721435151
413,86,88,25,84,89,61,74,334,0,0,1,0,0,0,265.8065347062072
414,74,64,51,83,65,49,80,318,0,0,4,0,0,0,283.7331509571543
415,71,79,73,74,87,54,61,218,0,0,0,0,0,0,130.4159152326227
416,75,84,89,70,81,75,57,204,0,0,1,0,0,0,284.80910990659953
417,71,62,80,84,84,55,54,157,0,0,0,0,0,0,167.45647769679329
418,74,74,69,81,96,61,72,282,0,0,2,0,0,0,260.8890678152781
419,71,70,46,80,96,69,109,357,0,1,3,0,0,0,238.28826732183828
420,83,82,72,82,82,78,63,175,0,0,1,0,0,0,259.60500812922885
421,72,60,86,86,90,78,76,209,0,0,1,0,0,0,307.4837303410094
422,81,76,90,82,96,86,88,180,0,0,4,0,0,0,153.79277931170805
423,68,87,89,80,93,75,60,205,0,0,0,0,0,0,261.81626748916494
424,73,84,88,89,91,78,77,227,0,0,0,0,0,0,178.2660693772288
425,86,82,78,81,88,73,58,366,0,0,7,0,0,0,275.14054325717206
426,90,66,41,21,78,54,65,203,0,0,1,0,0,0,297.3687129420138
427,87,75,73,84,85,65,62,296,0,0,2,0,0,0,256.5091512617537
428,71,68,81,81,94,64,119,237,0,0,0,0,0,0,272.0099350848307
429,90,78,90,77,90,72,60,229,0,0,0,0,0,0,255.66007515481567
430,79,66,67,58,81,62,78,375,0,0,4,0,0,0,101.23929802473144
431,74,65,59,52,83,34,95,393,0,0,4,0,0,0,288.61575484994273
432,75,88,89,81,84,80,60,301,0,0,0,0,0,0,149.6478435223468
433,87,85,84,73,95,76,69,251,0,0,1,0,0,0,240.74300626308957
434,86,47,57,83,74,52,63,177,0,0,0,0,0,0,149.1885869431409
435,94,87,72,78,91,59,111,236,19,0,1,0,0,0,118.70963234789801
436,90,63,42,51,66,43,30,215,0,0,2,0,0,0,298.320674720937
437,88,85,77,85,92,72,65,277,0,0,1,0,0,0,239.7691526023561
438,90,85,66,84,87,48,114,359,0,0,4,0,0,0,126.79290755833826
439,88,82,73,83,93,74,121,320,0,0,4,0,0,0,255.6992611235756
440,89,86,78,88,94,76,160,426,0,0,2,0,0,0,131.05119566152607
441,92,85,75,87,96,80,125,214,0,0,0,0,0,0,121.12230183555175
442,94,90,89,85,90,86,112,258,0,0,7,0,0,0,136.03964366084
443,87,86,76,83,92,72,92,368,0,0,2,0,0,0,241.14301809008228
444,91,86,53,81,92,59,85,259,37,2,2,0,0,0,151.1797470842483
445,71,83,76,85,86,59,76,257,0,0,0,0,0,0,261.51542900242725
446,89,87,88,80,92,78,128,220,0,0,2,0,0,0,107.42532509806323
447,87,66,65,76,76,50,72,202,0,0,1,0,0,0,182.8865648199981
448,74,82,78,85,95,74,68,231,0,0,0,0,0,0,128.63123573860278
449,84,83,76,85,90,53,80,241,0,0,0,0,0,0,112.59692230946341
450,85,85,82,82,86,68,58,341,0,0,1,0,0,0,93.52556398459025
451,94,75,75,85,87,79,77,353,0,0,0,0,0,0,122.2432811366624
452,100,84,85,82,96,74,123,233,0,0,0,0,0,0,141.7715867221932
453,74,86,73,90,89,53,71,250,0,0,0,0,0,0,271.6657551986256
454,14,49,57,0,63,6,59,233,0,0,0,0,0,0,131.25823789676457
455,75,67,56,59,85,38,91,259,0,0,3,0,0,0,112.69718366313337
456,87,80,75,76,81,72,58,141,0,0,0,0,0,0,102.46458381598163
457,74,63,54,79,80,51,106,275,36,0,3,0,0,0,101.11760867953573
458,71,85,89,72,91,85,64,380,0,0,0,0,0,0,126.1669375802658
459,76,63,61,61,78,54,87,250,0,0,1,0,0,0,297.0886802669563
460,75,60,80,69,86,69,63,182,0,0,1,0,0,0,436.1821085589693
461,86,87,87,84,93,83,136,320,0,0,0,0,0,0,118.62146811353558
462,76,66,75,86,85,69,63,233,0,0,0,0,0,0,105.41149211169534
463,73,83,72,87,89,66,73,318,0,0,2,0,0,1,259.6725906433928
464,43,71,75,84,90,74,75,213,0,0,0,0,0,0,108.7175198630511
465,69,83,88,66,87,59,51,176,0,0,0,0,0,0,258.2966904275271
466,87,66,70,85,85,53,82,226,0,0,2,0,0,0,151.32772726382285
467,71,83,83,74,86,77,72,225,0,0,0,0,0,0,116.26902299884016
468,89,82,74,81,81,72,111,245,49,0,2,0,0,0,108.50534420157763
469,76,66,62,58,70,50,59,373,0,0,4,0,0,0,302.70677849401176
470,90,76,76,84,83,58,66,491,0,0,1,0,0,0,269.44134248596384
471,73,78,74,64,91,78,61,201,0,0,2,0,0,0,238.0008805264412
472,83,65,71,80,92,52,63,310,0,0,3,0,0,1,126.56040836203604
473,88,70,77,85,85,80,115,207,6,0,0,0,0,0,75.92772447530042
474,75,80,46,66,81,49,44,140,0,0,1,0,0,0,292.1483750406801
475,79,56,70,71,82,48,76,237,43,0,2,0,0,0,128.9860011842922
476,88,82,85,91,100,74,128,361,0,0,2,0,0,0,124.45687953725749
477,72,86,85,82,88,68,133,515,36,6,0,0,0,0,116.41440370598843
478,74,79,72,87,86,54,61,214,0,0,0,0,0,0,118.72471354242616
479,78,83,56,59,64,54,102,371,40,0,1,0,0,0,88.46746288761894
480,86,63,50,72,81,65,42,196,0,0,2,0,0,0,117.90973341410957
481,91,87,73,85,93,69,122,426,0,0,3,0,0,0,134.41760690248293
482,90,75,79,61,81,77,70,195,5,5,0,0,0,0,111.85723073081054
483,75,80,73,87,93,73,84,211,0,0,0,0,0,0,139.70259386691976
484,86,52,67,63,74,49,32,130,0,0,0,0,0,0,291.5856907772067
485,91,70,80,87,88,57,106,504,0,0,1,0,0,0,270.5518528680997
