,Quiz01 [10],Assignment01 [8],Midterm Exam [20],Assignment02 [12],Assignment03 [25],Final Exam [35],# Logins,# Content Reads,# Forum Reads,# Forum Posts,# Quiz Reviews before submission,Assignment 1 lateness indicator,Assignment 2 lateness indicator,Assignment 3 lateness indicator,Average time to submit assignment (in hours)
391,85,62,70,64,73,41,56,344,0,0,3,0,0,0,282.94444
392,70,70,75,82,85,47,113,228,0,0,5,0,0,0,133.31111
393,70,71,90,78,70,53,78,298,0,0,0,0,0,0,253.64444
394,85,80,75,67,79,60,63,279,0,0,1,0,0,0,246.72222
395,85,78,83,81,75,64,70,344,6,1,1,0,0,0,136.66667
396,95,70,83,73,82,79,46,321,0,0,2,0,0,0,270.77222
397,80,66,73,68,79,57,75,150,0,0,1,0,0,0,246.24444
398,80,93,95,93,94,79,59,282,0,0,0,0,0,0,253.99444
399,70,87,68,91,92,66,71,217,0,0,2,0,0,0,85.64444
400,75,92,85,89,89,69,88,228,0,0,0,0,0,0,100.72222
401,65,81,68,88,85,54,107,230,0,0,3,0,0,0,64.22222
402,70,83,68,68,84,69,96,298,0,0,0,0,0,0,272.51111
403,80,86,93,80,85,81,107,342,0,0,1,0,0,0,288.03333
404,80,64,63,76,76,41,56,301,0,0,0,0,0,0,77.56667
405,80,87,78,83,84,49,74,298,0,0,1,0,0,0,83.70556
406,80,87,90,86,91,57,60,359,0,0,2,0,0,0,177.46111
407,70,83,83,83,85,66,46,339,0,0,2,0,0,0,82.54444
408,75,85,90,69,87,61,113,216,0,0,0,0,0,0,279.46667
409,85,0,80,0,0,59,79,339,0,0,0,0,0,0,259.49444
410,100,91,78,82,94,60,94,151,0,0,1,0,0,0,60.61111
411,100,73,65,81,73,61,71,228,0,0,3,0,0,0,83.74444
412,75,68,78,67,56,51,58,243,0,0,2,0,0,0,116.29444
413,100,81,73,73,80,57,85,265,0,0,0,0,0,0,218.57778
414,85,73,78,78,74,68,76,196,0,0,1,0,0,0,283.16667
415,75,75,70,84,80,43,56,218,0,0,1,0,0,0,241.73889
416,100,66,85,78,85,77,72,177,0,0,4,0,0,0,116.76111
417,85,70,0,78,64,0,31,196,0,0,0,0,0,0,334.01111
418,80,88,73,88,92,54,100,301,0,0,2,0,0,0,246.24444
419,85,65,83,82,83,83,91,259,0,0,2,0,0,0,134.72222
420,85,78,70,79,86,69,58,177,0,0,5,0,0,0,86.24444
421,75,78,87,73,78,36,33,239,0,0,0,0,0,0,108.85556
422,75,62,90,91,91,66,53,201,0,0,2,0,0,0,146.13889
423,80,89,78,90,92,60,45,343,0,0,1,0,0,0,124.78333
424,85,96,88,76,84,64,59,223,0,0,1,0,0,0,276.76111
425,80,71,78,69,75,60,74,298,0,0,2,0,0,0,69.90556
426,100,94,83,89,93,71,51,359,0,0,0,0,0,0,126.78333
427,65,73,73,86,86,60,56,223,0,0,0,0,0,0,89.41667
428,70,79,90,75,90,58,62,319,0,0,1,0,0,0,92.65556
429,70,78,75,78,82,71,76,166,0,0,5,0,0,0,131.00556
430,80,85,90,78,90,69,79,359,0,0,2,0,0,0,83.56667
431,80,79,83,93,95,80,76,279,0,0,2,0,0,0,246.82222
432,0,0,73,81,76,74,62,251,0,0,2,0,0,0,82.54444
433,70,64,75,66,85,53,89,177,0,0,1,0,0,0,283.16667
434,85,79,70,82,77,54,58,228,0,0,0,0,0,0,280.45556
435,70,79,73,68,76,57,70,249,0,0,1,0,0,0,282.94444
436,85,83,73,80,80,69,61,166,0,0,2,0,0,0,246.72222
437,75,88,65,88,90,60,53,461,0,0,2,0,0,0,136.66667
438,80,77,73,83,83,67,60,343,0,0,1,0,0,0,253.99444
439,90,83,88,80,82,84,70,515,0,0,2,0,0,0,261.49444
440,85,76,65,68,79,56,87,255,0,0,1,0,0,0,85.64444
441,75,89,78,90,96,66,58,359,0,0,0,0,0,0,100.72222
442,70,73,85,86,85,47,55,262,0,0,1,0,0,0,64.22222
443,85,84,73,76,58,41,68,166,0,0,2,0,0,0,277.61111
444,70,67,70,68,90,70,70,231,0,0,3,0,0,0,221.99444
445,70,66,90,81,80,63,70,247,0,0,4,0,0,0,83.70556
446,85,88,83,77,90,51,87,160,0,0,0,0,0,0,241.83333
447,85,94,78,78,76,79,63,177,0,0,1,0,0,0,82.54444
448,85,80,83,76,87,73,78,612,0,0,1,0,0,0,97.61667
449,90,79,83,80,82,61,87,177,0,0,1,0,0,0,259.49444
450,100,87,80,91,93,80,61,358,0,0,2,0,0,0,60.61111
451,70,73,80,92,83,57,75,342,0,0,3,0,0,0,241.95556
452,85,84,80,90,90,60,74,231,1,0,1,0,0,0,83.74444
453,75,88,83,75,78,57,92,177,0,0,1,0,0,0,54.84444
454,80,92,65,82,84,53,46,166,0,0,0,0,0,0,238.50556
455,95,93,73,73,73,56,92,486,0,0,2,0,0,0,231.31111
456,90,86,63,81,88,51,49,359,0,0,1,0,0,0,116.29444
457,70,80,80,69,83,71,80,361,0,0,1,0,0,0,218.57778
458,85,89,88,81,88,73,70,221,0,0,2,0,0,0,283.16667
459,80,72,88,79,68,70,61,358,0,0,0,0,0,0,378.60556
460,75,88,73,88,89,61,85,177,0,0,0,0,0,0,277.27222
461,75,78,90,83,85,81,71,251,0,0,1,0,0,0,279.47778
462,75,68,80,77,68,76,82,160,0,0,3,0,0,0,275.45556
463,0,58,80,41,71,63,55,239,0,0,2,0,0,0,134.72222
464,70,70,80,79,90,76,55,223,0,0,2,0,0,0,99.52778
465,85,86,85,82,90,49,47,282,0,0,2,0,0,0,108.85556
466,85,81,78,88,94,73,102,202,0,0,0,0,0,0,250.57778
467,70,68,70,81,70,64,88,197,0,0,2,0,0,0,146.13889
468,75,66,75,66,83,66,78,456,0,0,1,0,0,0,69.64444
469,80,79,83,87,84,67,67,196,0,0,2,0,0,0,276.76111
470,70,77,78,71,69,51,56,216,0,0,0,0,0,0,69.90556
471,95,78,78,91,84,50,62,282,0,0,2,0,0,0,96.38333
472,80,73,88,83,86,69,82,344,0,0,4,0,0,0,359.92778
473,100,81,70,79,80,51,74,216,0,0,3,0,0,0,47.69444
474,0,62,45,78,68,44,78,216,0,0,1,0,0,0,82.54444
475,80,70,53,70,71,39,74,342,0,0,2,0,0,0,283.16667
476,85,73,88,83,90,60,51,545,0,0,1,0,0,0,242.23889
477,70,76,75,67,80,59,57,251,0,0,2,0,0,0,280.45556
478,85,82,70,82,82,66,91,488,0,0,1,0,0,0,81.61111
479,85,51,73,79,68,53,69,467,0,0,1,0,0,0,222.48333
480,70,69,80,73,70,66,105,522,0,0,2,0,0,0,344.5
481,80,74,78,63,75,46,60,258,0,0,1,0,0,0,282.67778
482,70,83,88,83,86,60,77,279,0,0,3,0,0,0,244.55556
483,70,70,75,74,80,53,62,442,0,0,0,0,0,0,111.39444
484,75,79,83,92,93,71,31,399,0,0,2,0,0,0,62.23333
485,70,79,78,74,79,56,75,547,0,0,1,0,0,0,119.83333
