,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
176,GP,F,16,U,LE3,T,4,4,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,3,1,1,1,2,2,13,14,13
177,GP,M,19,U,GT3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,5,22,11,11,10
178,GP,M,16,U,GT3,T,2,3,other,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,no,4,3,2,1,2,3,2,11,15,13
179,GP,F,15,U,GT3,T,2,3,services,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,4,3,3,2,3,5,8,6,5,0
180,GP,M,16,U,GT3,T,4,4,teacher,other,reputation,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,3,2,3,1,5,5,6,6,5,6
181,GP,M,17,U,GT3,A,4,4,other,other,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,3,3,4,1,1,4,0,11,9,10
182,GP,F,15,U,LE3,A,4,4,teacher,other,course,father,2,4,0,no,yes,yes,no,yes,yes,yes,no,5,3,2,1,1,5,10,7,6,5
183,MS,M,15,U,LE3,T,4,3,teacher,teacher,course,mother,2,2,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,2,3,4,14,14,14
184,GP,F,18,R,LE3,T,4,4,teacher,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,3,5,0,11,11,10
185,GP,F,19,U,GT3,T,4,2,teacher,services,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,4,1,1,2,0,8,9,10
186,GP,M,16,R,GT3,T,4,4,health,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,1,5,6,10,13,13
187,GP,F,16,U,GT3,T,4,4,teacher,teacher,course,father,3,2,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,4,6,6,6
188,GP,M,16,U,GT3,T,3,3,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,3,1,0,10,9,9
189,GP,M,15,U,GT3,T,4,2,services,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,1,1,5,8,15,12,14
190,MS,M,16,U,LE3,T,1,1,other,other,home,mother,2,3,0,no,yes,no,yes,yes,yes,no,yes,4,4,2,1,2,4,0,5,5,4
191,GP,M,18,U,GT3,T,3,2,at_home,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,4,2,1,1,2,2,12,12,12
192,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,1,1,3,4,0,7,9,8
193,MS,M,17,U,GT3,T,3,4,at_home,teacher,home,mother,1,3,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,2,3,2,0,16,17,17
194,GP,M,18,U,LE3,T,4,3,teacher,services,course,father,1,2,0,yes,yes,yes,no,yes,yes,yes,no,4,4,4,1,1,5,4,8,11,8
195,GP,M,15,U,GT3,T,4,4,services,services,home,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,2,5,0,10,11,11
196,GP,F,16,U,GT3,T,4,4,teacher,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,3,2,2,5,0,7,0,0
197,MS,M,16,U,GT3,T,4,3,services,services,reputation,father,1,2,0,no,yes,no,yes,no,yes,yes,no,3,4,4,4,4,3,0,10,9,10
198,GP,M,19,R,GT3,T,3,2,services,services,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,4,2,2,1,1,5,0,16,15,15
199,GP,F,18,U,GT3,T,4,4,services,services,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,3,2,2,1,2,4,12,7,9,8
200,GP,F,17,U,LE3,T,2,3,services,other,reputation,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,5,3,2,2,4,3,6,17,18,18
201,GP,F,15,U,LE3,T,4,3,other,health,reputation,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,2,4,1,3,5,0,16,16,16
202,GP,F,15,U,LE3,T,4,4,services,health,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,2,1,1,5,0,13,14,14
203,GP,M,15,U,GT3,T,4,3,other,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,2,1,3,5,0,12,13,14
204,GP,F,19,U,LE3,T,1,3,other,other,other,mother,1,2,0,no,yes,yes,yes,yes,yes,no,no,4,3,3,2,3,5,12,10,8,8
205,GP,M,17,U,GT3,T,2,1,services,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,5,2,1,1,5,0,7,0,0
206,GP,F,15,U,GT3,T,2,2,other,other,home,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,1,1,0,10,12,12
207,GP,F,17,U,LE3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,2,4,5,2,13,14,15
208,GP,F,17,U,LE3,A,4,4,teacher,teacher,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,3,1,1,2,0,9,8,9
209,GP,M,19,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,2,8,12,12,12
210,GP,F,16,U,GT3,T,3,1,other,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,12,6,8,7
211,GP,F,15,U,GT3,T,3,3,other,services,home,mother,1,2,1,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,17,16,15
212,GP,F,17,U,GT3,T,2,1,other,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,no,no,4,3,3,2,2,2,8,9,9,10
213,GP,F,18,U,GT3,T,4,3,other,services,reputation,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,4,2,1,1,5,0,12,11,11
214,GP,F,15,U,GT3,T,4,4,teacher,other,home,mother,1,2,1,no,no,yes,yes,no,yes,no,no,4,4,1,1,1,3,0,9,9,9
215,GP,M,17,U,GT3,T,2,2,services,services,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,5,0,8,6,6
216,GP,F,17,U,GT3,T,3,2,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,8,8,8,4
217,GP,F,17,U,GT3,T,3,2,services,other,reputation,father,2,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,1,3,2,9,9,6
218,GP,M,18,R,GT3,T,2,2,at_home,other,reputation,father,3,2,0,yes,yes,yes,yes,yes,yes,no,no,5,4,5,5,5,3,20,15,16,15
219,GP,F,17,U,LE3,T,2,1,services,other,course,other,1,1,0,no,no,no,no,yes,yes,no,no,4,3,3,2,2,1,0,8,9,9
220,GP,F,16,R,GT3,T,3,3,other,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,4,4,1,1,5,0,8,9,9
221,MS,F,16,U,GT3,T,4,4,other,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,1,3,0,15,13,14
222,GP,M,17,U,GT3,T,4,4,services,services,course,mother,1,3,0,no,no,yes,yes,no,yes,yes,no,5,3,2,1,2,5,0,7,5,0
223,GP,F,17,R,GT3,A,1,1,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,0,0
224,GP,F,15,U,LE3,T,2,1,other,other,reputation,father,1,3,0,no,no,no,no,no,yes,yes,no,4,2,2,1,1,3,0,8,8,8
225,GP,M,18,U,GT3,T,2,2,other,other,reputation,other,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,5,4,1,4,3,2,10,0,0
226,GP,F,15,U,GT3,T,4,2,teacher,services,reputation,mother,3,2,1,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,2,7,9,9
227,GP,M,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,0,14,14,14
228,GP,F,16,U,LE3,T,1,2,other,other,home,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,4,3,2,1,1,1,0,13,13,13
229,GP,F,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,1,1,5,2,11,9,9
230,GP,F,16,U,LE3,T,4,4,teacher,teacher,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,2,2,1,1,5,8,15,15,15
231,GP,F,18,U,GT3,T,1,1,at_home,services,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,4,1,4,5,0,10,9,8
232,GP,M,16,U,GT3,T,2,2,at_home,other,course,father,2,3,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,2,5,0,7,7,8
233,GP,M,17,U,GT3,T,2,2,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,1,3,3,1,3,5,20,11,12,11
234,GP,M,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,5,1,5,1,4,10,7,0
235,GP,M,16,U,GT3,T,3,1,other,other,reputation,father,1,1,0,no,no,no,yes,yes,yes,yes,no,5,4,3,1,1,3,20,13,13,13
236,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,3,0,no,no,yes,no,yes,yes,yes,yes,3,3,3,1,1,3,2,6,10,10
237,GP,M,16,U,LE3,T,1,2,at_home,other,home,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,2,4,14,7,0,0
238,GP,M,15,R,GT3,T,2,3,health,other,course,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,1,1,1,3,0,15,14,15
239,GP,F,15,U,LE3,T,1,2,at_home,services,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,yes,5,3,3,1,1,3,12,8,10,10
240,GP,M,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,1,no,no,no,no,yes,yes,yes,no,5,3,3,2,3,5,4,12,13,14
241,GP,M,16,U,GT3,T,3,3,other,services,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,1,1,7,10,9,10
242,GP,M,19,U,GT3,T,4,4,services,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,4,4,2,4,3,4,14,14,14
243,GP,M,15,U,GT3,T,4,3,other,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,2,1,1,1,0,12,13,13
244,GP,M,17,U,GT3,T,4,4,health,other,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,3,3,3,1,2,2,10,10,9,10
245,GP,F,18,R,GT3,T,4,2,other,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,2,1,1,1,2,0,5,7,4
246,GP,M,16,U,GT3,T,4,3,teacher,other,course,mother,1,1,3,no,no,no,no,yes,yes,yes,yes,4,3,1,1,1,2,4,8,8,8
247,GP,M,16,R,GT3,T,4,4,other,other,course,father,1,2,0,no,no,yes,no,no,yes,no,no,3,2,2,1,3,5,18,8,9,11
248,GP,F,16,U,GT3,T,4,3,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,2,2,2,2,1,0,5,5,5
249,GP,F,18,U,GT3,A,2,2,other,health,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,4,5,4,0,17,17,17
250,GP,F,15,U,GT3,T,2,2,health,other,course,other,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,1,1,2,0,8,8,8
251,GP,F,15,U,GT3,T,4,4,health,other,course,father,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,3,2,3,3,6,11,11,11
252,GP,M,16,U,GT3,T,2,2,other,other,home,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,3,4,3,1,2,3,3,10,10,10
253,GP,M,15,U,GT3,T,3,2,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,3,1,1,5,0,15,19,20
254,GP,M,16,U,GT3,A,2,3,services,services,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,yes,5,4,3,1,1,1,2,12,14,15
255,GP,F,18,U,LE3,T,4,4,teacher,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,3,1,3,1,0,13,11,12
256,GP,M,15,U,GT3,T,1,2,services,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,2,4,4,9,9,8
257,GP,M,17,U,GT3,A,2,4,services,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,1,4,0,10,8,8
258,GP,M,18,U,GT3,A,1,1,at_home,other,reputation,father,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,3,3,2,16,16,18
259,GP,M,15,U,GT3,T,3,2,services,other,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,1,1,1,5,2,15,15,16
260,GP,F,16,U,LE3,T,2,1,other,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,2,5,12,11,11,11
261,GP,M,16,R,LE3,T,3,2,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,no,yes,4,3,2,1,1,5,0,10,9,10
262,GP,F,17,U,GT3,T,4,3,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,4,1,1,1,0,14,14,14
263,GP,M,18,U,GT3,T,3,3,services,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,13,14,14
264,GP,F,16,U,GT3,T,4,4,other,other,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,2,5,2,6,5,6
265,GP,F,16,U,GT3,T,2,3,other,other,home,mother,1,3,1,no,yes,no,no,no,yes,yes,no,5,3,3,1,2,4,6,14,13,12
266,GP,M,18,R,LE3,T,2,2,services,other,course,other,2,3,0,no,yes,yes,no,yes,yes,yes,no,5,5,3,1,1,2,2,12,10,11
267,MS,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,2,2,2,2,5,2,9,9,9
268,GP,M,15,U,GT3,T,4,2,at_home,services,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,no,5,3,2,1,3,5,8,6,5,5
269,GP,M,15,U,GT3,T,4,2,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,8,8,0
270,GP,M,17,U,GT3,T,4,4,teacher,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,5,5,1,2,3,0,15,15,15
271,GP,M,17,U,GT3,T,4,4,teacher,services,reputation,father,1,2,0,no,no,no,no,yes,yes,yes,yes,3,3,1,1,3,5,0,7,6,0
272,GP,M,16,R,GT3,T,2,2,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,3,3,2,1,3,5,4,11,9,9
273,GP,M,18,U,GT3,T,2,1,at_home,at_home,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,1,3,0,7,6,6
274,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,1,5,0,11,11,11
275,GP,F,16,U,LE3,T,3,3,services,health,home,mother,1,1,3,no,yes,no,no,yes,yes,no,no,5,3,2,1,2,1,0,8,9,9
276,GP,F,18,U,GT3,T,2,2,other,other,reputation,mother,1,3,0,no,no,yes,no,yes,yes,yes,no,3,3,2,1,1,5,0,13,14,14
277,GP,F,18,U,GT3,T,2,2,other,services,other,mother,1,1,0,yes,no,yes,yes,no,yes,yes,no,5,3,2,2,3,3,0,14,15,14
278,GP,F,15,U,LE3,T,2,2,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,4,0,7,0,0
279,GP,F,15,U,GT3,T,0,2,at_home,other,reputation,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,4,3,3,1,3,5,0,8,9,9
280,GP,M,15,U,GT3,T,2,2,other,other,reputation,mother,1,2,0,no,no,no,no,no,yes,yes,yes,5,3,3,1,1,2,10,7,6,0
281,GP,F,16,U,GT3,T,1,1,at_home,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,4,10,9,10
282,MS,M,18,U,LE3,T,1,3,services,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,3,3,1,2,3,2,11,13,14
283,GP,F,17,U,GT3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,4,3,1,1,4,0,11,13,13
284,GP,F,16,U,LE3,T,3,3,other,services,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,3,1,1,5,0,11,11,11
285,GP,F,16,U,GT3,T,1,4,services,at_home,reputation,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,3,3,1,4,3,4,10,9,9
286,GP,F,16,U,LE3,T,3,3,services,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,5,1,4,5,12,11,11,11
287,GP,F,17,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,2,1,1,5,0,16,15,15
288,GP,M,17,U,GT3,T,4,4,teacher,other,reputation,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,2,2,2,4,3,4,8,9,8
289,GP,M,17,U,GT3,T,3,4,services,services,home,mother,1,4,0,no,yes,yes,no,yes,yes,yes,no,5,4,4,1,4,5,10,7,5,0
290,GP,F,17,U,GT3,T,2,2,teacher,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,2,1,0,13,14,13
291,GP,M,18,U,GT3,T,3,1,other,other,course,father,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,0,10,10,11
292,GP,M,17,U,LE3,T,4,4,teacher,services,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,2,2,1,5,0,11,10,10
293,GP,F,15,U,GT3,T,2,3,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,2,4,18,10,8,7
294,GP,F,18,U,LE3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,1,3,8,15,15,15
295,GP,M,16,U,LE3,T,4,4,services,teacher,course,father,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,5,2,3,5,10,10,10,11
296,GP,F,16,U,LE3,T,1,1,services,other,home,father,1,4,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,1,2,0,6,5,5
297,GP,F,17,U,GT3,T,3,1,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,4,5,4,7,6,0
298,GP,M,18,U,LE3,T,3,1,at_home,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,3,7,13,14,14
299,GP,M,18,U,GT3,T,2,1,health,other,reputation,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,8,10,10
300,GP,F,16,R,GT3,T,3,3,other,services,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,3,3,2,1,1,4,18,10,9,10
301,GP,F,18,U,LE3,T,2,3,other,other,other,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,5,2,3,5,2,14,14,14
302,GP,F,15,R,GT3,T,4,4,health,other,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,4,12,13,13
303,GP,F,15,R,GT3,T,1,4,at_home,at_home,home,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,1,1,3,0,7,7,6
304,GP,F,17,U,LE3,T,2,2,other,other,reputation,father,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,3,3,1,1,5,3,10,9,9
305,GP,M,15,R,GT3,T,1,1,health,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,1,1,1,0,11,9,10
306,GP,M,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,2,3,1,2,4,4,15,15,4
307,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,3,1,1,5,2,13,13,12
308,GP,F,19,R,GT3,T,1,1,other,services,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,3,4,4,1,4,3,4,7,6,5
309,GP,M,16,U,GT3,A,2,4,services,other,home,mother,1,2,0,no,yes,no,no,yes,no,no,no,4,1,3,1,2,3,0,16,17,17
310,GP,F,16,U,GT3,A,3,3,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,14,8,9,8
311,GP,F,16,R,GT3,T,4,4,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,4,3,3,1,3,5,1,10,10,11
312,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,2,2,0,yes,yes,yes,no,yes,yes,no,yes,5,1,4,1,3,5,0,18,19,20
313,GP,M,16,U,LE3,T,4,4,teacher,services,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,no,no,3,2,2,1,1,3,0,14,15,15
314,GP,F,17,U,GT3,T,2,2,services,services,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,2,3,4,6,9,8,9
315,GP,F,18,U,GT3,T,3,3,other,services,other,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,5,3,2,3,4,5,4,11,9,10
316,GP,F,16,U,LE3,T,4,4,teacher,services,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,2,3,2,2,3,4,4,10,8,8
317,GP,M,18,U,GT3,T,4,4,teacher,services,reputation,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,5,3,3,1,2,5,0,10,10,10
318,GP,F,18,U,GT3,T,3,2,other,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,1,5,2,13,13,14
319,GP,M,16,R,GT3,T,4,3,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,2,15,14,14
320,GP,M,16,U,GT3,T,2,3,other,other,course,father,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,3,1,3,3,2,13,0,0
321,GP,F,15,U,LE3,T,2,1,other,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,2,3,3,2,6,0,0
322,GP,F,16,U,LE3,T,4,4,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,4,1,1,3,2,11,12,12
323,GP,F,18,U,LE3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,2,1,1,1,4,8,8,9
324,GP,F,15,U,GT3,T,4,4,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,1,3,20,12,15,15
325,GP,F,16,U,GT3,T,3,1,at_home,services,course,other,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,3,7,9,11,9
326,GP,M,18,U,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,1,1,2,0,15,13,12
327,GP,M,18,U,GT3,T,4,4,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,2,5,5,1,4,1,2,15,11,12
328,GP,F,15,U,LE3,T,1,3,services,other,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,1,1,4,6,6,0,0
329,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,1,0,yes,no,yes,yes,yes,yes,yes,no,5,4,5,1,3,5,8,8,8,7
330,GP,M,15,U,GT3,A,4,4,other,other,course,mother,1,2,0,no,no,no,no,no,yes,yes,yes,4,3,1,1,1,3,0,16,15,15
331,GP,M,18,U,GT3,T,1,1,other,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,0,11,11,11
332,GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,2,2,5,4,9,10,9
333,GP,M,15,R,GT3,T,2,3,other,other,home,father,1,2,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,4,5,2,4,4,4
334,GP,M,18,U,GT3,T,2,2,other,other,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,2,1,1,4,1,7,6,6
335,GP,M,15,U,GT3,T,3,2,other,other,home,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,2,1,3,4,8,15,15,15
336,GP,M,15,U,GT3,A,4,4,teacher,teacher,course,father,1,2,0,no,no,no,yes,no,yes,no,yes,4,5,4,1,1,5,12,12,13,14
337,GP,M,16,U,GT3,T,1,1,at_home,other,course,father,1,1,0,no,yes,no,yes,no,yes,yes,no,4,3,3,2,3,3,4,15,13,14
338,GP,M,16,U,LE3,T,1,1,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,5,3,4,2,4,3,12,5,0,0
339,GP,F,18,U,GT3,T,3,2,at_home,other,course,mother,2,1,1,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,3,6,0,0
340,GP,F,15,U,GT3,T,3,2,at_home,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,4,5,0,4,0,0
341,GP,M,17,U,GT3,T,4,4,services,services,reputation,other,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,3,3,2,4,4,0,8,8,8
342,GP,M,16,U,LE3,T,3,2,services,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,3,2,1,2,5,0,7,0,0
343,GP,F,17,U,GT3,T,1,1,other,other,course,father,2,2,0,no,yes,yes,no,yes,yes,yes,yes,3,3,3,1,3,5,0,11,9,9
344,GP,M,16,U,GT3,T,2,3,other,other,course,other,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,2,5,2,14,12,13
345,GP,M,16,U,GT3,T,2,2,other,other,home,father,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,5,0,11,9,9
346,GP,M,15,U,GT3,T,4,1,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,1,2,5,0,10,11,11
347,GP,M,18,U,GT3,T,2,2,at_home,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,5,5,3,4,15,15,15
348,GP,M,16,U,GT3,T,4,4,teacher,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,1,1,2,0,7,8,8
349,GP,F,18,U,LE3,T,3,3,other,other,home,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,3,3,1,1,5,14,11,12,11
350,GP,F,16,U,LE3,T,2,2,services,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,1,1,4,0,6,6,7
351,GP,F,17,U,GT3,T,1,2,other,other,reputation,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,1,3,3,0,12,13,13
352,GP,F,18,U,GT3,A,4,4,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,2,3,1,2,5,0,14,15,15
353,GP,F,16,R,GT3,T,4,2,services,services,course,mother,1,1,0,no,yes,no,no,no,yes,no,yes,4,3,3,1,1,2,0,9,10,11
